label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	num_ref_seqs	num_sample_seqs	num_total_seqs	n_gaps	total_chars	dataset	seed	method	printref	fraction_mapped	sample_frac	ref_frac	ref_weight	check_split_passed	ref	region	tool	criteria
0.03	0.03	1736	6026260	627716000	577599	803189	0.882393	0.999081	0.912536	0.998722	0.912536	0.997826	0.896242	0.897212	43.5129	00:00:43	178.91	597.89	175.34	175.92	660.55	0.01	0	21526	14350	35876	8942369	18009752	mouse	74	closed	t	0.941	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2463	6024380	636120000	576021	805067	0.8821	0.9991	0.9127	0.9987	0.9127	0.9979	0.8962	0.8972	44.6303	00:00:44	185.43	601.37	177.53	179.33	635.86	0.01	0	21526	14350	35876	8942369	18009752	mouse	75	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1777	6025120	628680000	576079	804328	0.882227	0.999085	0.912731	0.998722	0.912731	0.99783	0.896256	0.89722	43.2064	00:00:43	193.06	609.23	185.3	187.43	646.03	0.01	0	21526	14350	35876	8942369	18009752	mouse	75	closed	t	0.947	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2491	6028580	636115000	581394	800870	0.8827	0.9991	0.912	0.9987	0.912	0.9979	0.8962	0.8971	41.4118	00:00:41	219.57	635.66	212.64	215.01	648.79	0.01	0	21526	14350	35876	8942369	18009752	mouse	76	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1747	6029720	628068000	581386	799729	0.8829	0.999075	0.912059	0.998728	0.912059	0.997827	0.896266	0.897243	40.6063	00:00:40	215.77	631.92	207.97	209.74	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	76	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2491	6022010	636122000	574376	807442	0.8818	0.9991	0.9129	0.9987	0.9129	0.9979	0.8961	0.8971	47.7433	00:00:47	663.4	1079	659.69	660.56	675.96	1.57	0	21526	14350	35876	8942369	18009752	mouse	77	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1744	6022030	628218000	574378	807418	0.881774	0.999087	0.912926	0.998716	0.912926	0.997826	0.896119	0.89708	43.7881	00:00:43	177.09	597.37	173.91	174.55	653.2	0.01	0	21526	14350	35876	8942369	18009752	mouse	77	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2470	6027060	636118000	578533	802387	0.8825	0.9991	0.9124	0.9987	0.9124	0.9979	0.8963	0.8972	43.9216	00:00:43	183.73	605.49	181.62	181.94	649.37	0.01	0	21526	14350	35876	8942369	18009752	mouse	78	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1719	6027170	628285000	578526	802279	0.882527	0.99908	0.91242	0.998725	0.91242	0.997828	0.896254	0.897224	40.8628	00:00:40	221.91	638.11	214.16	216.1	0.93	0.01	0	21526	14350	35876	8942369	18009752	mouse	78	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2485	6018420	636128000	568300	811030	0.8812	0.9991	0.9137	0.9987	0.9137	0.9979	0.8963	0.8972	44.0303	00:00:44	184.66	600.72	176.79	178.57	0.93	0.01	0	21526	14350	35876	8942369	18009752	mouse	79	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1739	6018390	628902000	568298	811063	0.88124	0.999097	0.91372	0.998712	0.91372	0.997832	0.896241	0.897186	41.0851	00:00:41	201.74	619.93	195.99	197.33	5.43	0.01	0	21526	14350	35876	8942369	18009752	mouse	79	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2523	6019730	636124000	572079	809720	0.8814	0.9991	0.9132	0.9987	0.9132	0.9979	0.8961	0.897	43.7099	00:00:43	191.64	608.97	186.7	188.19	653.66	0.01	0	21526	14350	35876	8942369	18009752	mouse	80	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1767	6020530	627685000	572074	808924	0.881554	0.999089	0.913225	0.998713	0.913225	0.997825	0.896154	0.89711	41.0632	00:00:41	206.35	627.66	204.2	204.71	569.28	0.01	0	21526	14350	35876	8942369	18009752	mouse	80	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2483	6024490	636121000	575443	804957	0.8821	0.9991	0.9128	0.9987	0.9128	0.9979	0.8963	0.8972	45.7603	00:00:45	666.95	1082.56	658.86	660.63	645.62	1.56	0	21526	14350	35876	8942369	18009752	mouse	81	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1759	6024410	628823000	575436	805040	0.882122	0.999086	0.912811	0.998721	0.912811	0.99783	0.896242	0.897204	41.0802	00:00:41	207.59	625.73	201.93	203.53	655.79	0.01	0	21526	14350	35876	8942369	18009752	mouse	81	closed	t	0.944	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2463	6032100	636111000	585332	797348	0.8832	0.9991	0.9115	0.9987	0.9115	0.9979	0.8962	0.8972	42.3289	00:00:42	202.86	623.02	199.29	199.88	652.34	0.01	0	21526	14350	35876	8942369	18009752	mouse	82	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1752	6033250	628671000	585326	796199	0.883417	0.99907	0.911563	0.998735	0.911563	0.997828	0.896285	0.897269	41.0636	00:00:41	209.95	625.99	206.51	207.67	675.98	0.01	0	21526	14350	35876	8942369	18009752	mouse	82	closed	t	0.945	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2489	6028090	636115000	581073	801362	0.8827	0.9991	0.9121	0.9987	0.9121	0.9979	0.8962	0.8971	45.5204	00:00:45	173.52	589.38	167.48	168.95	666.16	1.57	0	21526	14350	35876	8942369	18009752	mouse	83	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1767	6027980	628639000	581062	801471	0.882645	0.999077	0.912081	0.998727	0.912081	0.997826	0.896146	0.897121	40.8102	00:00:40	212.54	628.57	204.72	207.83	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	83	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2484	6026570	636117000	579073	802884	0.8824	0.9991	0.9123	0.9987	0.9123	0.9979	0.8962	0.8971	43.5069	00:00:43	199.21	615.16	191.22	193.04	0.93	0.01	0	21526	14350	35876	8942369	18009752	mouse	84	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1744	6026460	628320000	579066	802992	0.882422	0.999079	0.912336	0.998724	0.912336	0.997826	0.896159	0.89713	40.4337	00:00:40	215.84	635.91	212.09	213.27	600.55	0.01	0	21526	14350	35876	8942369	18009752	mouse	84	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2502	6023960	636122000	574761	805492	0.8821	0.9991	0.9129	0.9987	0.9129	0.9979	0.8963	0.8972	42.0311	00:00:42	217.73	636.82	213.93	215.03	89.04	0.01	0	21526	14350	35876	8942369	18009752	mouse	85	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1766	6023860	628039000	574751	805596	0.882041	0.999086	0.912898	0.998719	0.912898	0.997828	0.896242	0.897204	42.2605	00:00:42	189.05	605.11	181.37	183.91	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	85	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2479	6029430	636115000	581201	800021	0.8829	0.9991	0.9121	0.9987	0.9121	0.9979	0.8963	0.8972	54.4102	00:00:54	667.48	1083.34	664.47	664.92	669.21	0.02	0	21526	14350	35876	8942369	18009752	mouse	86	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1758	6029330	628104000	581193	800119	0.882843	0.999076	0.912081	0.998728	0.912081	0.997826	0.896247	0.897224	43.922	00:00:43	180.28	599.3	176.45	177.18	120.33	0.01	0	21526	14350	35876	8942369	18009752	mouse	86	closed	t	0.944	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2483	6036750	636104000	592379	792701	0.8839	0.9991	0.9106	0.9988	0.9106	0.9978	0.8961	0.8971	70.2965	00:01:10	654.22	1070.15	648.7	650.4	653.34	0.01	0	21526	14350	35876	8942369	18009752	mouse	87	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1716	6036860	627879000	592391	792596	0.883944	0.999057	0.91064	0.998739	0.91064	0.99782	0.896093	0.897094	40.8911	00:00:40	215.64	631.48	207.68	209.45	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	87	closed	t	0.94	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2477	6029330	636115000	581264	800122	0.8828	0.9991	0.9121	0.9987	0.9121	0.9979	0.8963	0.8972	43.4441	00:00:43	189.62	607.04	183.11	185.05	645.95	0.01	0	21526	14350	35876	8942369	18009752	mouse	88	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1732	6029220	627819000	581261	800233	0.882826	0.999075	0.91207	0.998727	0.91207	0.997825	0.896233	0.89721	41.8854	00:00:41	200.88	616.96	193.03	195.51	648.68	0.01	0	21526	14350	35876	8942369	18009752	mouse	88	closed	t	0.941	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2467	6034800	636106000	589903	794650	0.8836	0.9991	0.911	0.9988	0.911	0.9978	0.8961	0.8971	41.8723	00:00:41	210.05	626.25	202.3	204.92	17.72	0.01	0	21526	14350	35876	8942369	18009752	mouse	89	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1721	6034690	628238000	589898	794761	0.883627	0.999062	0.910953	0.998737	0.910953	0.997822	0.896088	0.897082	41.3054	00:00:41	204.72	623.28	199.34	200.74	644.22	0.01	0	21526	14350	35876	8942369	18009752	mouse	89	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2496	6022040	636123000	573656	807415	0.8818	0.9991	0.913	0.9987	0.913	0.9979	0.8962	0.8971	42.212	00:00:42	200.87	616.96	196.1	197.61	651.22	0.01	0	21526	14350	35876	8942369	18009752	mouse	90	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1739	6022020	627898000	573670	807432	0.881772	0.999087	0.913023	0.998716	0.913023	0.997826	0.896166	0.897126	40.6544	00:00:40	213.88	629.86	210.38	211.48	675.98	0.01	0	21526	14350	35876	8942369	18009752	mouse	90	closed	t	0.941	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2473	6024840	636120000	576753	804608	0.8822	0.9991	0.9126	0.9987	0.9126	0.9979	0.8962	0.8972	41.676	00:00:41	210.06	626.12	206.57	207.59	675.97	0.01	0	21526	14350	35876	8942369	18009752	mouse	91	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1721	6025150	628322000	576810	804305	0.88223	0.999083	0.91263	0.998722	0.91263	0.997828	0.896207	0.897173	41.0882	00:00:41	218.7	634.75	210.8	213.22	661.13	0.01	0	21526	14350	35876	8942369	18009752	mouse	91	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2501	6030110	636114000	582097	799340	0.883	0.9991	0.912	0.9987	0.912	0.9979	0.8963	0.8972	42.8603	00:00:42	197.23	613.61	192.99	194.35	653.86	0.01	0	21526	14350	35876	8942369	18009752	mouse	92	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1764	6030180	628281000	582113	799267	0.882968	0.999074	0.911965	0.998729	0.911965	0.997827	0.896254	0.897232	41.3041	00:00:41	197.17	613.36	191.96	193.72	646.85	0.01	0	21526	14350	35876	8942369	18009752	mouse	92	closed	t	0.942	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2508	6023190	636122000	573864	806264	0.8819	0.9991	0.913	0.9987	0.913	0.9979	0.8963	0.8972	58.6854	00:00:58	667.39	1083.33	663.72	664.63	675.97	0.02	0	21526	14350	35876	8942369	18009752	mouse	93	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1731	6023110	627612000	573870	806338	0.881932	0.999086	0.91301	0.998717	0.91301	0.997826	0.896241	0.897202	45.6309	00:00:45	666.98	1082.65	663.28	664.22	675.97	1.56	0	21526	14350	35876	8942369	18009752	mouse	93	closed	t	0.939	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2497	6021590	636123000	573206	807858	0.8817	0.9991	0.9131	0.9987	0.9131	0.9979	0.8962	0.8971	44.2168	00:00:44	185.86	604.41	181.6	182.79	651	0.01	0	21526	14350	35876	8942369	18009752	mouse	94	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1727	6021500	627649000	573203	807947	0.881697	0.999088	0.913081	0.998714	0.913081	0.997825	0.896156	0.897115	43.8291	00:00:43	166.4	587.53	164.19	164.52	651.73	0.01	0	21526	14350	35876	8942369	18009752	mouse	94	closed	t	0.941	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2479	6019190	636127000	569597	810259	0.8814	0.9991	0.9136	0.9987	0.9136	0.9979	0.8962	0.8972	41.5719	00:00:41	210.84	629.47	208.49	208.98	665.87	0.01	0	21526	14350	35876	8942369	18009752	mouse	95	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1741	6019120	628686000	569590	810336	0.881347	0.999095	0.913551	0.998713	0.913551	0.997831	0.896211	0.89716	40.9918	00:00:40	202.76	620.06	196.12	198.16	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	95	closed	t	0.944	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2499	6027980	636116000	579936	801475	0.8826	0.9991	0.9122	0.9987	0.9122	0.9979	0.8962	0.8972	50.5441	00:00:50	666.64	1083.34	662.75	663.48	669.14	0.02	0	21526	14350	35876	8942369	18009752	mouse	96	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1750	6027990	628248000	579939	801465	0.882646	0.999078	0.912236	0.998726	0.912236	0.997827	0.896223	0.897197	41.0162	00:00:41	209.34	625.34	201.98	203.79	645.6	0.01	0	21526	14350	35876	8942369	18009752	mouse	96	closed	t	0.943	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2498	6019350	636127000	569090	810102	0.8814	0.9991	0.9136	0.9987	0.9136	0.9979	0.8963	0.8972	41.9588	00:00:41	207.07	628.7	204.73	205.17	559.91	0.01	0	21526	14350	35876	8942369	18009752	mouse	97	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1747	6020050	627831000	569079	809403	0.881483	0.999094	0.913634	0.998712	0.913634	0.99783	0.896321	0.897271	41.96	00:00:41	197.92	614	190.06	192.26	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	97	closed	t	0.941	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2505	6026990	636120000	576250	802463	0.8825	0.9991	0.9127	0.9987	0.9127	0.9979	0.8964	0.8974	44.9648	00:00:44	103.59	519.64	95.7	97.79	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	98	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1784	6026890	628430000	576244	802560	0.882485	0.999084	0.912732	0.998725	0.912732	0.997832	0.896388	0.897354	43.8131	00:00:43	175.09	591.19	167.25	169.04	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	98	closed	t	0.944	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2482	6025570	636119000	577210	803884	0.8823	0.9991	0.9126	0.9987	0.9126	0.9979	0.8962	0.8972	45.3589	00:00:45	174.02	590.02	169.27	170.09	654.18	0.01	0	21526	14350	35876	8942369	18009752	mouse	99	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1725	6025440	628465000	577199	804013	0.882273	0.999082	0.912581	0.998722	0.912581	0.997828	0.896204	0.897171	40.6362	00:00:40	214.33	635.14	212.23	212.6	647.43	0.01	0	21526	14350	35876	8942369	18009752	mouse	99	closed	t	0.94	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2500	6027430	636118000	577971	802023	0.8826	0.9991	0.9125	0.9987	0.9125	0.9979	0.8963	0.8973	42.5882	00:00:42	197.04	613.36	193.13	193.9	657.93	0.01	0	21526	14350	35876	8942369	18009752	mouse	100	open	t	1	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1741	6027310	627786000	577963	802141	0.882547	0.99908	0.9125	0.998724	0.9125	0.997827	0.896303	0.897273	42.4817	00:00:42	197.57	613.48	189.54	191.39	645.62	0.01	0	21526	14350	35876	8942369	18009752	mouse	100	closed	t	0.94	0.4	0.6	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2423	6026480	636119000	577161	802970	0.8824	0.9991	0.9126	0.9987	0.9126	0.9979	0.8963	0.8973	40.5733	00:00:40	216.77	632.86	208.92	211.69	645.78	0.01	0	25113	10763	35876	8942369	18009752	mouse	1	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1904	6027500	630213000	577210	801948	0.882575	0.999085	0.912606	0.998729	0.912606	0.997837	0.896375	0.897339	40.3703	00:00:40	204.55	620.74	201.18	202.1	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	1	closed	t	0.949	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2427	6017690	636129000	567310	811764	0.8811	0.9991	0.9138	0.9987	0.9138	0.9979	0.8963	0.8972	44.1142	00:00:44	180.93	596.89	177.16	177.78	665.66	0.01	0	25113	10763	35876	8942369	18009752	mouse	2	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1911	6017700	630545000	567310	811746	0.88114	0.999101	0.913848	0.998714	0.913848	0.997838	0.896256	0.897196	39.8261	00:00:39	211.53	627.57	208.03	209.09	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	2	closed	t	0.949	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2445	6024800	636122000	574123	804654	0.8822	0.9991	0.913	0.9987	0.913	0.9979	0.8964	0.8973	40.0054	00:00:40	222.98	639.04	218.36	219.78	657.68	0.01	0	25113	10763	35876	8942369	18009752	mouse	3	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1879	6024740	629467000	574119	804708	0.882171	0.999089	0.912997	0.998723	0.912997	0.997835	0.896361	0.897319	44.037	00:00:44	171.16	587.22	167.68	168.62	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	3	closed	t	0.943	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2420	6019050	636126000	569837	810402	0.8813	0.9991	0.9135	0.9987	0.9135	0.9979	0.8962	0.8971	40.7022	00:00:40	214.02	630.15	210.67	211.78	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	4	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1853	6018970	630114000	569827	810485	0.881325	0.999096	0.913516	0.998715	0.913516	0.997835	0.896185	0.897132	39.2691	00:00:39	220.96	636.98	213.05	215.84	645.78	0.01	0	25113	10763	35876	8942369	18009752	mouse	4	closed	t	0.941	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2459	6026120	636120000	575973	803332	0.8824	0.9991	0.9128	0.9987	0.9128	0.9979	0.8964	0.8973	40.9821	00:00:40	207.11	623.19	203.64	204.54	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	5	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1894	6026260	629465000	576069	803194	0.882393	0.999086	0.912748	0.998726	0.912748	0.997834	0.89635	0.897313	39.7004	00:00:39	216.17	632.08	212.61	213.59	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	5	closed	t	0.943	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2428	6027160	636120000	576310	802293	0.8825	0.9991	0.9127	0.9987	0.9127	0.9979	0.8964	0.8974	40.2875	00:00:40	219.2	635.3	214.85	216.26	659.04	0.01	0	25113	10763	35876	8942369	18009752	mouse	6	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1870	6027120	629821000	576307	802332	0.882519	0.999086	0.912726	0.998728	0.912726	0.997837	0.896405	0.897368	40.8462	00:00:40	187.73	603.72	183.49	184.78	656.96	0.01	0	25113	10763	35876	8942369	18009752	mouse	6	closed	t	0.944	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2402	6021680	636126000	570521	807767	0.8817	0.9991	0.9135	0.9987	0.9135	0.9979	0.8964	0.8973	40.5462	00:00:40	213.95	629.89	209.83	211.14	665.54	0.01	0	25113	10763	35876	8942369	18009752	mouse	7	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1872	6022650	630005000	570747	806801	0.881864	0.999095	0.913437	0.998721	0.913437	0.997839	0.896423	0.897373	39.665	00:00:39	215.55	631.57	212.01	213.07	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	7	closed	t	0.947	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2435	6017230	636131000	565062	812221	0.8811	0.9991	0.9142	0.9987	0.9142	0.9979	0.8964	0.8973	41.0008	00:00:41	210.48	626.54	205.46	207.07	654.23	0.01	0	25113	10763	35876	8942369	18009752	mouse	8	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1898	6017320	630011000	565059	812127	0.881085	0.999104	0.914156	0.998713	0.914156	0.997839	0.89638	0.897316	116.512	00:01:56	668.73	1084.68	665.09	666.02	676.13	0.02	0	25113	10763	35876	8942369	18009752	mouse	8	closed	t	0.946	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2431	6032160	636112000	583967	797291	0.8833	0.9991	0.9117	0.9987	0.9117	0.9979	0.8963	0.8973	41.4998	00:00:41	204.32	620.22	199.85	201.25	657.37	0.01	0	25113	10763	35876	8942369	18009752	mouse	9	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1886	6032100	630028000	583963	797348	0.883249	0.999074	0.911736	0.998736	0.911736	0.997833	0.896287	0.897266	45.8859	00:00:45	668.17	1083.84	664.46	665.39	675.98	1.56	0	25113	10763	35876	8942369	18009752	mouse	9	closed	t	0.945	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2435	6032080	636112000	584107	797368	0.8832	0.9991	0.9117	0.9987	0.9117	0.9979	0.8963	0.8973	40.5804	00:00:40	218.83	634.92	215.37	216.33	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	10	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1896	6032170	630028000	584102	797280	0.883259	0.999074	0.911717	0.998736	0.911717	0.997833	0.896283	0.897262	41.8876	00:00:41	147.04	563.12	143.57	144.64	676.14	0.01	0	25113	10763	35876	8942369	18009752	mouse	10	closed	t	0.945	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2449	6033040	636112000	584725	796414	0.8834	0.9991	0.9116	0.9987	0.9116	0.9979	0.8963	0.8973	42.8449	00:00:42	191.56	607.46	188	189.06	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	11	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1886	6033000	629492000	584725	796448	0.88338	0.999072	0.911643	0.998736	0.911643	0.997831	0.896307	0.897289	40.8866	00:00:40	168.46	584.39	164.92	165.82	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	11	closed	t	0.943	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2443	6030100	636116000	580307	799356	0.883	0.9991	0.9122	0.9987	0.9122	0.9979	0.8964	0.8973	40.3091	00:00:40	219.59	635.56	211.62	213.76	645.78	0.01	0	25113	10763	35876	8942369	18009752	mouse	12	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1892	6030060	630317000	580305	799394	0.882949	0.99908	0.912213	0.998733	0.912213	0.997837	0.896371	0.897342	42.7281	00:00:42	172.07	591.73	169.21	169.75	664.29	0.01	0	25113	10763	35876	8942369	18009752	mouse	12	closed	t	0.945	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2411	6026900	636118000	578018	802548	0.8825	0.9991	0.9125	0.9987	0.9125	0.9979	0.8963	0.8972	40.5663	00:00:40	202.08	622.54	198.79	199.65	652.58	0.01	0	25113	10763	35876	8942369	18009752	mouse	13	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1893	6026860	630570000	578016	802589	0.882481	0.999084	0.912486	0.998729	0.912486	0.997836	0.896268	0.897233	47.0892	00:00:47	668.2	1083.88	664.51	665.44	676.13	1.56	0	25113	10763	35876	8942369	18009752	mouse	13	closed	t	0.948	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2424	6027060	636117000	579632	802391	0.8825	0.9991	0.9123	0.9987	0.9123	0.9979	0.8962	0.8971	46.769	00:00:46	664.75	1080.35	661.04	661.96	675.96	1.56	0	25113	10763	35876	8942369	18009752	mouse	14	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1882	6028380	630532000	579627	801072	0.882703	0.999082	0.912284	0.998731	0.912284	0.997836	0.896281	0.89725	46.1184	00:00:46	668.89	1084.72	665.18	666.11	676.13	1.56	0	25113	10763	35876	8942369	18009752	mouse	14	closed	t	0.945	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2401	6024240	636122000	574667	805215	0.8821	0.9991	0.9129	0.9987	0.9129	0.9979	0.8963	0.8972	42.651	00:00:42	208.79	624.86	205.39	206.51	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	15	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1874	6024300	630537000	574694	805152	0.882106	0.999089	0.912912	0.998725	0.912912	0.997837	0.896287	0.897245	42.601	00:00:42	174.94	591.09	171.55	172.56	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	15	closed	t	0.946	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	2449	6015510	636131000	565346	813938	0.8808	0.9991	0.9141	0.9987	0.9141	0.9979	0.8962	0.8971	42.9837	00:00:42	139.6	555.64	136.28	137.39	676.13	0.01	0	25113	10763	35876	8942369	18009752	mouse	16	open	t	1	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
0.03	0.03	1900	6015520	629832000	565360	813936	0.88082	0.999103	0.91409	0.998709	0.91409	0.997835	0.896211	0.897147	41.1668	00:00:41	198.89	615.07	193.99	194.96	655.79	0.01	0	25113	10763	35876	8942369	18009752	mouse	16	closed	t	0.946	0.3	0.7	simple	TRUE	NA	NA	mothur	NA
